;ID_ARB;orfeo_no.;URL
0;245122015-;20204050978752 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020405097875200001
1;245122015-;20204050978752 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020405097875200002
2;245122015-; 20208000983702 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020800098370200001
3;245122015-; 20208000983702 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020800098370200002
4;245122015-; 20208000984032 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020800098403200001
5;245122015-; 20208000984032 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020800098403200002
6;245122015-; 20208000984192 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020800098419200001
7;245122015-; 20208001142732 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020800114273200001
8;245122015-; 20208001250212 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020800125021200001
9;245122015-;" 
20208001308052 ";"https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=
2020800130805200001"
10;245122015-;" 
20208001308052 ";"https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=
2020800130805200002"
11;245122015-;" 
20208001308052 ";"https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=
2020800130805200003"
12;245122015-;" 
20208001308052 ";"https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=
2020800130805200004"
13;245122015-;" 
20208001308052 ";"https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=
2020800130805200005"
14;245122015-;" 
20208001308052 ";"https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=
2020800130805200006"
15;245122015-;" 
20208001308052 ";"https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=
2020800130805200007"
16;245122015-;" 
20208001308052 ";"https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=
2020800130805200008"
17;245122015-;" 
20208001308052 ";"https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=
2020800130805200009"
18;245122015-; 20208001360272 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020800136027200001
19;245122015-; 20208001360272 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020800136027200002
20;245122015-; 20208001360272 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020800136027200003
21;245122015-; 20208001423112 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020800142311200001
22;245122015-; 20208001588972 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020800158897200001
23;245122015-; 20208001693922 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020800169392200001
24;245122015-; 20208001693922 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020800169392200002
25;245122015-; 20208001722392 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020800172239200001
26;245122015-; 20208001766142 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020800176614200001
27;245122015-; 20208001866092 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020800186609200001
28;245122015-; 20218000219332 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800021933200001
29;245122015-; 20218000276432 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800027643200001
30;245122015-; 20218000302282 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800030228200001
31;245122015-; 20218000464342 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800046434200001
32;245122015-; 20218000464342 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800046434200002
33;245122015-; 20218000471692 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800047169200001
34;245122015-; 20218000597242 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800059724200001
35;245122015-; 20218000597242 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800059724200002
36;245122015-; 20218000860002 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800086000200001
37;245122015-; 20218000956472 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800095647200001
38;245122015-; 20218000977772 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800097777200001
39;245122015-; 20218001174582 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800117458200001
40;245122015-; 20218001305902 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800130590200001
41;245122015-; 20218001454492 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800145449200001
42;245122015-; 20218001766872 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800176687200001
43;245122015-; 20218001767012 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800176701200001
44;245122015-; 20218001767012 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800176701200002
45;245122015-; 20218002034122 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800203412200001
46;245122015-; 20218002039512;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021800203951200001
47;2450072014-448;20164050099902 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405009990200001
48;2450072014-448; 20164050805822 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405080582200001
49;2450072014-448; 20164050994912 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405099491200001
50;2450072014-448; 20164050994912 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405099491200002
51;2450072014-448; 20174050562882;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405056288200001
52;245001-22010-408; 20174050562882;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405056288200001
53;245444-21994-229; 20174050562882;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405056288200001
54;2456641994-106; 20174050562882;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405056288200001
55;24540-32004-231; 20174050562882;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405056288200001
56;4082032012-465;20174050012262;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405001226200001
57;4082032012-465;20174050012262;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405001226200002
58;4082032012-465; 20174050633812;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405063381200001
59;4082032012-465; 20174050633812;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405063381200002
60;4082032012-465; 20174050692162;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405069216200001
61;4082032012-465; 20174050932852;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405093285200001
62;20620703292007-212;20184050528972;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405052897200001
63;196CONTRATO DE CONCESIÓN GAS-021997-476;20164050901742;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405090174200001
64;196CONTRATO DE CONCESIÓN GAS-021997-476; 20178002349452;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017800234945200001
65;196CONTRATO DE CONCESIÓN GAS-021997-476; 20188000219612;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800021961200001
66;196CONTRATO DE CONCESIÓN GAS-021997-476; 20188000284952;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800028495200001
67;196CONTRATO DE CONCESIÓN GAS-021997-476; 20188000284952;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800028495200002
68;196CONTRATO DE CONCESIÓN GAS-021997-476; 20198002411772;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800241177200001
69;196CONTRATO DE CONCESIÓN GAS-021997-476; 20198002411772;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800241177200002
70;196CONTRATO DE CONCESIÓN GAS-021997-476; 20198002411772;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800241177200003
71;2421401997-;20194052181792;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019405218179200001
72;2421401997-;20194052181792;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019405218179200002
73;2421401997-;20198002219502;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800221950200001
74;2421401997-;20198002219502;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800221950200002
75;2421401997-;20198002219502;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800221950200003
76;2421401997-;20198002219502;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800221950200004
77;2421401997-;20198002219502;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800221950200005
78;2421401997-;20198002219502;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800221950200006
79;2421401997-;20198002219502;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800221950200007
80;2421401997-;20198002219502;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800221950200008
81;2421401997-; 20198002373982 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800237398200001
82;2421401997-;20204050075762;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020405007576200001
83;2421401997-;20204050075762;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020405007576200002
84;2421401997-;20204050075762;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020405007576200003
85;2421401997-;20204050001402;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020405000140200001
86;2421401997-;20204050001402;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2020405000140200002
87;2421401997-;20214051223702;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2021405122370200001
88;2450082010-108;20154050238872 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405023887200001
89;2456000169 OK-12006-12;20154050238872 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405023887200001
90;2450082007-104;20154050238872 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405023887200001
91;2450051999-171;20154050238872 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405023887200001
92;24540-12004-10;20154050238872 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405023887200001
93;24540-22004-11;20154050238872 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405023887200001
94;2456000169 OK-12006-12; 20164050532262;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405053226200001
95;24501131997-468;20164050735092 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405073509200001
96;24501131997-468;20164050735092 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405073509200002
97;24501131997-468;20164050735092 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405073509200003
98;24501131997-468; 20164050748042 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405074804200001
99;24501131997-468; 20164051677492 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405167749200001
100;24501131997-468; 20164051677492 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405167749200002
101;24501131997-468; 20164051818892 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405181889200001
102;24501131997-468; 20164051818892 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405181889200002
103;24501131997-468; 20164051818892 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405181889200003
104;24501131997-468; 20164051819062 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405181906200001
105;24501131997-468; 20164051819062 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405181906200002
106;24501131997-468; 20164051819062 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405181906200003
107;24501131997-468; 20164051819292  ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405181929200001
108;24501131997-468; 20164051819292  ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405181929200002
109;24501131997-468; 20164051819292  ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405181929200003
110;24501131997-468; 20164051865842 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405186584200001
111;24501131997-468; 20164051865992 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405186599200001
112;24501131997-468; 20164051866032 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016405186603200001
113;24501131997-468; 20168001902752;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016800190275200001
114;24501131997-468; 20184050523722;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405052372200001
115;2456000169 OK-52006-;20174051147112;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405114711200001
116;2456000169 OK-52006-;20174051147112;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405114711200002
117;2456000169 OK-52006-; 20184050172832 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200001
118;2456000169 OK-52006-; 20184050172832 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200002
119;2456000169 OK-52006-; 20184050172832 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200003
120;2456000169 OK-52006-; 20184050172832 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200004
121;2456000169 OK-52006-; 20184050172832 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200005
122;2456000169 OK-52006-; 20184050172832 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200006
123;2456000169 OK-52006-; 20184050172832 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200007
124;2456000169 OK-52006-; 20184050172832 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200008
125;2456000169 OK-52006-; 20184050172832 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200009
126;2456000169 OK-52006-; 20198000448932 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800044893200001
127;2456000169 OK-52006-; 20198000448932;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800044893200001
128;2456000169 OK-62006-;20174051457982;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405145798200001
129;2456000169 OK-62006-;20174051457982;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405145798200002
130;2456000169 OK-62006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200001
131;2456000169 OK-62006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200002
132;2456000169 OK-62006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200003
133;2456000169 OK-62006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200004
134;2456000169 OK-62006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200005
135;2456000169 OK-62006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200006
136;2456000169 OK-62006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200007
137;2456000169 OK-62006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200008
138;2456000169 OK-62006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200009
139;2456000169 OK-82006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200001
140;2456000169 OK-82006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200002
141;2456000169 OK-82006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200003
142;2456000169 OK-82006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200004
143;2456000169 OK-82006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200005
144;2456000169 OK-82006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200006
145;2456000169 OK-82006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200007
146;2456000169 OK-82006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200008
147;2456000169 OK-82006-; 20184050172832;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405017283200009
148;2455172013-;20174051602592;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405160259200001
149;2455172013-;20174051602592;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405160259200002
150;2455172013-; 20174052247852;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405224785200001
151;2455172013-; 20184050159332;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405015933200001
152;2455172013-; 20184050159332;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405015933200002
153;2455172013-; 20188000185752;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800018575200001
154;2455172013-; 20188000185752;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800018575200002
155;2455172013-; 20188000185752;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800018575200003
156;2455172013-; 20188000185752;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800018575200004
157;2455172013-; 20188000185752;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800018575200005
158;2455172013-; 20188000185752;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800018575200006
159;2455172013-; 20188000185752;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800018575200007
160;2455172013-; 20188000185752;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800018575200008
161;2455172013-; 20188000185752;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800018575200009
162;2455172013-; 20184050731232;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405073123200001
163;2455172013-; 20184050731232;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405073123200002
164;2455172013-; 20184050731232;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018405073123200003
165;2455172013-; 20188000747362 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800074736200001
166;2455172013-; 20188000747362 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800074736200002
167;2455172013-; 20188000747362 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800074736200003
168;2455172013-; 20188000747362 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800074736200004
169;2455172013-; 20188000747362 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800074736200005
170;2455172013-; 20188000747362 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800074736200006
171;2455172013-; 20188000747362 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800074736200007
172;2455172013-; 20188000747362 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800074736200008
173;2455172013-; 20188000747362 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2018800074736200009
174;2455172013-; 20198000703502 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800070350200001
175;2455172013-; 20194050700152 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019405070015200001
176;2455172013-; 20194050826332;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019405082633200001
177;2456000169 OK-82006-;20174051633072;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2017405163307200001
178;2456000169 OK-102006-; 20198001812272;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad= 2019800181227200001
179;2456000169 OK-102006-; 20198001812272;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad= 2019800181227200002
180;2456000169 OK-102006-; 20198001812272;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad= 2019800181227200003
181;2456000169 OK-102006-; 20198001812272;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad= 2019800181227200004
182;2456000169 OK-102006-; 20198001812272;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad= 2019800181227200005
183;2456000169 OK-102006-; 20198001812272;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad= 2019800181227200006
184;2456000169 OK-102006-; 20198001812272;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad= 2019800181227200007
185;2456000169 OK-102006-; 20198001812272;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad= 2019800181227200008
186;2456000169 OK-102006-; 20198001812272;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad= 2019800181227200009
187;2456000169 OK-102006-; 20194051900422;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019405190042200001
188;2456000169 OK-102006-; 20198002132952;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800213295200001
189;2456000169 OK-102006-; 20198002132952;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800213295200002
190;2456000169 OK-102006-; 20198002132952;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800213295200003
191;2456000169 OK-102006-; 20198002132952;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800213295200004
192;2456000169 OK-102006-; 20198002132952;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800213295200005
193;2456000169 OK-102006-; 20198002132952;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800213295200006
194;2456000169 OK-102006-; 20198002132952;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800213295200007
195;2456000169 OK-102006-; 20198002132952;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800213295200008
196;2456000169 OK-102006-; 20198002132952;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019800213295200009
197;2456000169 OK-102006-; 20194052127462;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019405212746200001
198;2456000169 OK-102006-; 20194052127462;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019405212746200002
199;2456000169 OK-102006-; 20194052127462;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019405212746200003
200;2456000169 OK-102006-; 20194052127462;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2019405212746200004
201;74|22005-63;20154050243082;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405024308200001
202;74|22005-63;20154050243082;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405024308200002
203;74|22005-63;20154050243082;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405024308200003
204;2454451994-4;20154050238872;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405023887200001
205;24509-CONP-981998-9;20154050238872;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405023887200001
206;245432008-3;20154050238872;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405023887200001
207;245002-12007-7;20154050238872;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405023887200001
208;2455031994-6;20154050238872;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405023887200001
209;2456641994-106;20154050238872;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405023887200001
210;2450062007-1;20154050238872;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405023887200001
211;245241999-2;20154050238872;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405023887200001
212;2454461994-5;20154050238872;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405023887200001
213;245003-22006-8;20154050238872;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405023887200001
214;188DIJ 9861996-25;20148001436502;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2014800143650200001
215;188DIJ 9861996-25; 20154050338462 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405033846200001
216;245001-12010-405;20154051118242 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405111824200001
217;245001-12010-405;20154051118242 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405111824200002
218;245001-12010-405;20154051118242 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405111824200003
219;245001-12010-405; 20154051293002 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405129300200001
220;245001-12010-405; 20154051293002 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405129300200002
221;245001-12010-405; 20154051446102 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405144610200001
222;245001-12010-405; 20154051446102 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405144610200002
223;245001-12010-405; 20154051467332 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405146733200001
224;245001-12010-405; 20154051467332 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405146733200002
225;245001-12010-405; 20154051467332 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405146733200003
226;245001-12010-405; 20154051553512 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405155351200001
227;245001-12010-405; 20154051553512 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405155351200002
228;245001-12010-405; 20168000113762;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2016800011376200001
229;245001-22010-408;20154051191852 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405119185200001
230;245001-22010-408;20154051191852 ;https://orfeo.defensajuridica.gov.co/old/linkArchivo.php?numrad=2015405119185200002
